,path,language,sentence
1975,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0158.mp3,ind,maka djawab passepartout
1976,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0160.mp3,ind,baiklah  poekoel berapakah sekarang ini passepartout
1977,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0161.mp3,ind,poekoel sebelas lebih doea poeloeh doea menit
1978,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0162.mp3,ind,djawab passepartout serta ia mengambil arlodji péraknja jang amat besar dari sakoe rompinja jang dalam sekali
1979,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0163.mp3,ind,maka kata phileas fogg
1980,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0165.mp3,ind,djawab passepartout dengan terkedjoet
1981,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0166.mp3,ind,toean djangan marah kepada hamba  tidak djadi toean
1982,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0168.mp3,ind,arlodjimoe terlambat empat menit
1983,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0169.mp3,ind,tetapi itoe ta  mengapa
1984,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0170.mp3,ind,asal saja tahoe berapa terlambatnja  soedah tjoekoep
1985,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0171.mp3,ind,moelai waktoe ini jaitoe poekoel sebelas léwat doea poeloeh sembilan menit
1986,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0172.mp3,ind,pada pagi hari raboe dua october seribu delapan ratus tujuh puluh dua engkau koeterima mendjadi boedjangkoe
1987,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0173.mp3,ind,habis berkata demikian
1988,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0174.mp3,ind,tiada mengeloearkan sepatah kata lagi
1989,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0175.mp3,ind,phileas fogg berdirilah sambil mengambil topinja dengan tangan kirinja dan dipakainja dengan lagoe seorang jang berlakoe tetap seperti mesin
1990,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0176.mp3,ind,laloe pergi passepartout mendengar pintoe depan tertoetoep
1991,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0177.mp3,ind,itoelah tandanja djongos jang digantikannja telah pergi poela
1992,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0178.mp3,ind,maka passepartoutpoen tinggallah seorang diri diroemah no
1993,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_01_verne_128kb_0179.mp3,ind,tujuh di saville row
1994,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0000.mp3,ind,bab jang kedoea peri meriwajatkan passepartout merasa telah mendapat barang apa jang soedah lama diangan angannja
1995,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0001.mp3,ind,setelah kehéranan passepartout melihat toeannja jang baroe itoe hilang sedikit
1996,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0002.mp3,ind,maka berkatalah ia pada dirinja
1997,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0003.mp3,ind,soenggoehlah  adjaib
1998,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0004.mp3,ind,patoeng patoeng jang koelihat ditempat njonja tussaud itoe
1999,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0005.mp3,ind,hidoepnja hampir hampir bersamaan roepanja dengan toeankoe jang baroe ini
2000,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0006.mp3,ind,barangkali pembatja telah ma loem
2001,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0007.mp3,ind,bahwa njonja tussaud itoe dikota london adalah mempoenjai roemah pertontonan  museum  jang berisi patoeng patoeng dari pada lilin
2002,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0008.mp3,ind,dan banjak orang inggeris dan orang asing memperloekan datang untuk museum itoe
2003,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0009.mp3,ind,adapoen perbédaan patoeng patoeng itoe dengan manoesia hanjalah patoeng patoeng itoe ta  dapat berkata kata
2004,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0010.mp3,ind,maka ketika passepartout bertentangan dengan phileas fogg dalam waktoe jang singkat itoe
2005,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0011.mp3,ind,soenggoehlah hanja sebentar sadja ia dapat melihat toeannja jang baroe itoe
2006,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0012.mp3,ind,tetapi dalam waktoe jang sedikit itoe ia telah mempergoenakan matanja seterang terangnja akan melihat toeannja itoe
2007,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0013.mp3,ind,maka dapatlah diketahoei oléh passepartout
2008,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0014.mp3,ind,bahwa phileas fogg itoe ialah seorang jang kira kira telah beroemoer empat poeloeh tahoen
2009,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0015.mp3,ind,bermoeka djernih berbadan tinggi
2010,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0016.mp3,ind,gemoek sedikit mendjadikan pantas roepanja
2011,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0017.mp3,ind,beramboet dan bertjambang mérah mérah emas
2012,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0018.mp3,ind,berdahi rata  air moekanja poetjat sedikit dan giginja bagoes
2013,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0019.mp3,ind,adapoen orang jang ahli firasah
2014,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0023.mp3,ind,pendiam sabar penglihatan matanja terang
2015,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0024.mp3,ind,alisnja tidak bergerak
2016,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0025.mp3,ind,semoeanja itoe mendjadikan phileas fogg itoe seolah olah tjontoh kepada bangsa inggeris jang sedjati
2017,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0026.mp3,ind,jang berhati tetap pada waktoe apa djoega
2018,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0027.mp3,ind,apabila phileas fogg kita lihat melakoekan barang sesoeatoe pekerdjaan
2019,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0028.mp3,ind,maka nampaklah pada kita
2020,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0029.mp3,ind,bahwa sekalian bahagian toeboehnja sempoerna keadaannja
2021,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0030.mp3,ind,sebagai kesempoernaan bahagian bahagian djam dari paberik leroy of earnskow jang termasjhoer
2022,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0031.mp3,ind,adapoen sesoenggoehnja phileas fogg itoe seorang jang saksama dalam tingkah lakoenja
2023,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0032.mp3,ind,seperti telah kelihatan djoega pada pergerakan kaki tangannja
2024,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0033.mp3,ind,sebab telah njata sekali pada manoesia atau binatangpoen
2025,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0034.mp3,ind,bahwa pergerakan sendi anggotanja itoe adalah mendjadi kenjataan keadaan hatinja dan tabi atnja
2026,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0035.mp3,ind,phileas fogg soenggoehlah seorang jang hidoepnja serba tetap
2027,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0036.mp3,ind,ta  soeka bergesa gesa melakoekan barang sesoeatoe dan senantiasa siap akan melakoekan sesoeatoe langkah kakinja ataoepoen pergerakan badannja
2028,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0037.mp3,ind,seolah olah telah dioekoer dan dihitoeng sebeloem dilakoekannja
2029,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0038.mp3,ind,ia selamanja mengambil djalan jang memintas
2030,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0039.mp3,ind,djadi ta  melangkahkan kakinja lebih dari pada seperloenja
2031,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0040.mp3,ind,péndéknja phileas fogg ta  pernah memboeat pergerakan badan jang ta  berpaédah kalau ta  ada perloenja
2032,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0042.mp3,ind,tiada seorangpoen pernah melihat ia bersedih hati atau mendjadi bingoeng
2033,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0043.mp3,ind,dimana djoega ia selaloe datang pada waktoe jang seharoesnja
2034,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0044.mp3,ind,ta  koerang  ta  lebih dan tidak pernah berdjalan tergesa gesa
2035,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0045.mp3,ind,dari sebab jang demikian itoe
2036,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0046.mp3,ind,maka phileas foggpoen selaloe hidoep dengan seorang dirinja
2037,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0047.mp3,ind,dan boléhlah dikatakan hidoep diloear doenia orang banjak
2038,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0048.mp3,ind,phileas fogg tahoe bahwa hidoep bergaoelan dengan orang banjak itoe menjebabkan jang seorang beramah ramahan dengan jang lain
2039,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0050.mp3,ind,oléh sebab itoe phileas fogg ta  soeka mengenal orang
2040,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0051.mp3,ind,adapoen jean passepartout
2041,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0053.mp3,ind,jang soedah lima tahoen lamanja meninggalkan kota tempat lahirnja itoe dan tinggal ditanah inggeris
2042,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0054.mp3,ind,didalam negeri inggeris itoe ia sebentar mendjadi boedjang seorang toean
2043,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0057.mp3,ind,dan apabila didapatnja maka passepartoutpoen mengharap akan menoendjoekkan setianja selama lamanja akan tetapi segala oesahanja hingga waktoe itoe sia sia belaka adanja
2044,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0058.mp3,ind,adapoen passepartout itoe seorang jang baik hati dan djernih air moekanja
2045,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0059.mp3,ind,bibirnja mengandjoer sedikit kedepan
2046,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0060.mp3,ind,seolah olah selamanja siap akan mengetjap rasa makanan dan selaloe hendak tersenjoem sadja
2047,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0061.mp3,ind,ialah seorang jang berboedi baik dan soeka menolong pekerdjaan orang lain
2048,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0062.mp3,ind,roepa moekanja amat menjenangkan hati handai tolannja
2049,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0063.mp3,ind,matanja biroe warna koelitnja menoendjoekkan keséhatannja
2050,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0064.mp3,ind,pipinja boelat sehingga dapat dilihatnja sendiri
2051,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0065.mp3,ind,dadanja lébar badannja koeat kekoeatannja sampai menghérankan hati si penglihat
2052,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0066.mp3,ind,dan kekoeatannja itoe diperoléhnja dari pada mengoeatkan badan ketika ia masih kanak kanak
2053,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0067.mp3,ind,ramboetnja jang hitam itoe senantiasa agak koerang terpelihara
2054,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0068.mp3,ind,perkara memelihara ramboet ta  berapa disoekai passepartout
2055,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0069.mp3,ind,dan apabila ia menghiasi ramboetnja tiga kali sisir didjalankannja
2056,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0070.mp3,ind,tjoekoeplah akan kebagoesan dirinja
2057,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0072.mp3,ind,passepartout ialah seorang jang soeka berkata kata dan soeka mentjeriterakan barang apa jang terasa oléhnja dalam hatinja akan toeannja
2058,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0073.mp3,ind,phileas fogg tiadalah demikian
2059,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0074.mp3,ind,tetapi orang jang radjin bekerdja seperti passepartout
2060,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0075.mp3,ind,teliti dan tetap hati seperti jang dikehendaki oléh toeannja  beloem pernah orang melihat
2061,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0076.mp3,ind,sebab passepartout telah lama berkeliling antéro tempat
2062,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0077.mp3,ind,maka sekarang ia terlaloe ingin akan hidoep senang dan tetap
2063,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0078.mp3,ind,maka dari sebab ia mendengar tjeritera orang tentang kebaikan atoeran kehidoepan bangsa inggeris dan peri kesabaran lakoe bangsa itoe
2064,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0079.mp3,ind,maka datanglah passepartout ketanah inggeris  akan mentjoba kalau kalau ia beroentoeng ditanah itoe
2065,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0080.mp3,ind,tetapi hingga waktoe itoe segala oesahanja sia sia belaka
2066,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0081.mp3,ind,tiada seorang toean jang disoekainja oentoek selama lamanja
2067,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0082.mp3,ind,kira kira telah sepoeloeh kali passepartout berganti toean
2068,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0083.mp3,ind,kebanjakan bekas toeannja itoe orang jang ta  tetap hatinja
2069,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0084.mp3,ind,soeka sekali berdjalan djaoeh djaoeh ketempat tempat jang berbahaja
2070,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0085.mp3,ind,hal itoelah jang ta  disoekai passepartout sekali
2071,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0086.mp3,ind,toeannja jang kemoedian sekali jaitoe lord longsferry jang moeda
2072,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0088.mp3,ind,soeka sekali maboek
2073,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0089.mp3,ind,kerap kali lepas tengah malam baroe poelang dari tempat orang makan tiram di haymarket
2074,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0090.mp3,ind,poelangnja itoe didoekoeng oléh beberapa orang polisi
2075,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0092.mp3,ind,maka pada soeatoe waktoe ia dengan ta  meloepakan kehormatannja memberi nasihat sedikit kepada toeannja jang pemaboek itoe
2076,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0093.mp3,ind,tetapi perboeatannja itoe menimboelkan koerang senang hati toean itoe
2077,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0094.mp3,ind,oléh sebab itoe passepartout laloe minta lepas
2078,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0095.mp3,ind,kemoedian dari pada itoe ia mendengar kabar  bahwa toean philes fogg mentjahari boedjang
2079,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0096.mp3,ind,passepartout laloe mentjahari keterangan lebih djaoeh tentang hal itoe
2080,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0097.mp3,ind,seorang seperti phileas fogg jang hidoepnja beratoeran tetap dan senantiasa tidoer diroemah sendiri
2081,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0098.mp3,ind,ta  pernah pergi berlajar
2082,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0099.mp3,ind,ta  pernah pergi meski seharipoen
2083,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0100.mp3,ind,seorang toean jang demikian itoe tentoelah bersetoedjoe dengan hati passepartout
2084,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0101.mp3,ind,maka sebab pikiran jang demikian itoe
2085,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0102.mp3,ind,passepartoutpoen laloe segera minta mendjadi boedjang pada phileas fogg
2086,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0103.mp3,ind,dan oléh toean itoe diterima baik dengan perdjandjian seperti jang telah kita dengar tadi
2087,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0104.mp3,ind,seperti telah kita ketahoei
2088,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0106.mp3,ind,passepartout  tinggallah seorang dirinja sadja diroemah toeannja di saville row
2089,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0107.mp3,ind,ia laloe moelai melihat segala keadaan didalam roemah itoe
2090,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0108.mp3,ind,berdjalan kesana kemari dalam roemah itoe dari atas loténg hingga kedalam loebang persimpanan dibawah roemah  kelder
2091,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0110.mp3,ind,serba beratoeran  keadaannja sederhana dan perkakasnja tjoekoep seperloenja
2092,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0111.mp3,ind,itoelah jang bersetoedjoe benar dengan maksoed passepartout
2093,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0112.mp3,ind,maka pendapatan passepartout tentang roemah itoe bagoes
2094,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0113.mp3,ind,lampoe lampoenja dan tempat berdiangnja ada tjoekoep  semoeanja gas
2095,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0114.mp3,ind,dengan moedah ia mendapat bilik oentoek dirinja sendiri diloténg jang kedoea
2096,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0115.mp3,ind,keadaan dalam bilik itoe djoega bersetoedjoe sekali dengan hati passepartout
2097,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0116.mp3,ind,genta genta listrik dan perkakas bitjara listrik menghoeboengkan biliknja dengan bilik toeannja
2098,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0117.mp3,ind,diatas tjorong djalan asap adalah terdapat soeatoe djam jang dihoeboengkan dengan tali listrik dengan seboeah djam dibilik phileas fogg
2099,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0118.mp3,ind,dan kedoea djam itoe sama betoel djalannja
2100,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0119.mp3,ind,setelah passepartout selesai melihat keadaan dalam roemah itoe semoeanja
2101,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0120.mp3,ind,maka berkatalah ia dalam hatinja
2102,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0121.mp3,ind,inilah atoeran roemah jang setoedjoe dengan hatikoe  amat setoedjoe sekali
2103,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0122.mp3,ind,di dalam bilik makan ia melihat djoega sehelai kertas berisi peringatan tergantoeng diatas lontjéng
2104,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0123.mp3,ind,maka maksoed toelisan itoe ja ni keterangan hal perkerdjaan jang haroes dilakoekan boedjang diroemah itoe sehari hari
2105,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0124.mp3,ind,disitoe diterangkan pandjang lébar atoeran pekerdjaan boedjang itoe dari moelai poekoel delapan pagi
2106,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0125.mp3,ind,jaitoe waktoe phileas fogg bangoen dari tidoer  hingga poekoel setengah doea belas
2107,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0127.mp3,ind,air téh dan roti bakar poekoel delapan lebih doea poeloeh tiga menit
2108,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0129.mp3,ind,menjikat ramboet poekoel sembilan lima poeloeh menit  demikian selandjoetnja
2109,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0130.mp3,ind,dari poekoel setengah doea beelas siang hingga poekoel doea belas malam
2110,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0131.mp3,ind,dan moelai dari waktoe itoe sampai phileas fogg pergi tidoer  semoeanja diatoer baik baik
2111,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0132.mp3,ind,passepartout amat soekatjita membatja peratoeran itoe
2112,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0133.mp3,ind,dan ia moelai ingat ingat barang apa jang haroes dilakoekannja menoeroet atoeran itoe
2113,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0134.mp3,ind,adapoen pakaian toeannja  didapati oléh djongos baroe itoe teratoer dengan baiknja
2114,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0135.mp3,ind,tiap tiap tjelana
2115,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0136.mp3,ind,djas rompi bernomor belaka dan tertoelis dalam soeatoe boekoe jang menerangkan hari pakaian pakaian itoe diberikan kepada menatoe dan diterima dari padanja
2116,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0137.mp3,ind,lagi diterangkan djoega bilamana pakaian pakaian itoe haroes dipakai djoega
2117,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0138.mp3,ind,sepatoe sepatoe phileas fogg itoepoen demikian poela atoerannja
2118,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0139.mp3,ind,dengan péndék boleh dikatakan roemah di saville row
2119,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0140.mp3,ind,jang dahoeloe didiami oléh sheridan jang masjhoer
2120,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0141.mp3,ind,tetapi ta  beratoeran hidoepnja itoe
2121,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0142.mp3,ind,sekarang didoedoeki oléh seorang jang serba tetap peratoeran hidoepnja dan berisi perkakas perkakas roemah jang indah indah
2122,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0143.mp3,ind,soeatoe tanda bahwa jang mendiami sekarang itoe seorang jang ta  kekoerangan dalam hidoepnja
2123,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0144.mp3,ind,di dalam roemah itoe tiadalah terdapat soeatoe bibliotheek  seboeahpoen ta  ada terdapat didalamnja
2124,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0146.mp3,ind,karena di reform club soedah ada sedia doea roepa perkoempoelan kitab kitab itoe
2125,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0147.mp3,ind,jaitoe jang pertama boekoe boekoe akan menjoekakan hati si pembatja
2126,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0148.mp3,ind,jang kedoea adalah djoega terdapat seboeah peti besi jang ta  dapat dimakan api dan ta  dapat dibongkar pentjoeri
2127,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0149.mp3,ind,sendjata ta  ada dalam roemah itoe
2128,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0151.mp3,ind,setelah passepartout melihat sekalian keadaan hingga kepada jang ketjil ketjil dalam roemah toeannja itoe
2129,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0152.mp3,ind,maka amat soekalah rasa hatinja
2130,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0153.mp3,ind,moekanja jang lébar itoe kelihatan senang  laloe ia berkata lagi pada dirinja sendiri  katanja
2131,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0154.mp3,ind,ini semoeanja bersetoedjoelah dengan hatikoe  inilah jang koeharapkan
2132,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0155.mp3,ind,toean fogg dengan dirikoe soedah sepadan seorang dengan jang lain
2133,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0156.mp3,ind,toean itoelah seorang jang memakai atoeran dan ta  soeka pergi dari roemah
2134,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0157.mp3,ind,inilah orang jang hidoepnja seperti mesin
2135,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_02_verne_128kb_0158.mp3,ind,tetapi akoe ta  segan mendjadi boedak soeatoe mesin jang sematjam itoe
2136,train/indonesian/mengelilingi-doenia-dalam-80-hari/80hari_04_verne_128kb_0000.mp3,ind,bab jang keempat peri meriwajatkan phileas fogg sangat menghérankan boedaknja passepartout
